Tue Mar 26 14:56:33 2024    program.prof

         2897415 function calls (2871004 primitive calls) in 375.989 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\parser\_parser.py:1371(_tzparser)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\artist.py:117(Artist)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\packaging\_structures.py:1(<module>)
      238    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:1006(parse_template)
        5    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\base.py:5300(__contains__)
       23    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\dataclasses.py:449(_field_init)
        4    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\function_base.py:2285(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\PIL\PngImagePlugin.py:98(Disposal)
       97    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:6025(<genexpr>)
       48    0.000    0.000    0.000    0.000 <frozen os>:742(check_str)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:165(FigureCanvasTk)
       75    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\_config\config.py:686(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\arrays\sparse\array.py:286(SparseArray)
        4    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:521(callback)
       25    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\ipaddress.py:474(_prefix_from_prefix_string)
       14    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\numerictypes.py:283(issubclass_)
       15    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\dtypes.py:814(construct_from_string)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\groupby\numba_.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\managers.py:225(set_axis)
       27    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\dataclasses.py:820(_set_qualname)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\numerictypes.py:425(_typedict)
       62    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\patches.py:2285(_register_style)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\serial\serialwin32.py:23(Serial)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\patches.py:887(RegularPolygon)
       47    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:934(_scandir)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\_string_helpers.py:1(<module>)
        9    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\_config\config.py:633(_get_root)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\uuid.py:721(uuid4)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\_asarray.py:1(<module>)
       15    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\dtypes.py:1266(construct_from_string)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\_type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\numerictypes.py:589(_register_types)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\tz\_common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexers\objects.py:149(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\json\_table_schema.py:1(<module>)
       83    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\enum.py:229(__set_name__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\numeric.py:2123(identity)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:264(_reset_cache)
        6    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\cast.py:1544(construct_1d_object_array_from_listlike)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\managers.py:1740(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\common.py:1562(validate_all_hashable)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\managers.py:2259(_fast_count_smallints)
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
       34    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:237(_releaseLock)
       29    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:622(name)
      161    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\util.py:200(escape_re_range_char)
        2    0.000    0.000    0.000    0.000 {built-in method nt.access}
        2    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        7    0.000    0.000    0.000    0.000 {built-in method winreg.EnumValue}
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:3450(_generateDefaultName)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:77(__call__)
        5    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\uuid.py:139(__init__)
      105    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_docstring.py:88(do_copy)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:503(PYFUNCTYPE)
        5    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\serial\serialutil.py:283(baudrate)
        5    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\serial\serialwin32.py:471(exclusive)
        9    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\overrides.py:23(set_array_function_like_doc)
       15    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\dtypes.py:1021(construct_from_string)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\arrays\_mixins.py:71(ravel_compat)
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\ma\core.py:6568(__array_finalize__)
       21    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\_config\config.py:881(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\PIL\GimpGradientFile.py:1(<module>)
      143    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:3970(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:5322(__init__)
      138    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\cycler\__init__.py:247(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:72(CFUNCTYPE)
      179    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\multiarray.py:153(concatenate)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_mathtext_data.py:464(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\datetime.py:765(__neg__)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\random.py:119(__init__)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexers\objects.py:123(VariableWindowIndexer)
        5    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\_asarray.py:27(require)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\util\_exceptions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\threading.py:562(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\dtypes.py:147(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\polynomial\polynomial.py:1472(Polynomial)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\sysconfig.py:118(joinuser)
       90    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\cycler\__init__.py:185(keys)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\serial\serialutil.py:165(SerialBase)
       90    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexing.py:915(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\font.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\orc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\__config__.py:14(DisplayModes)
