Tue Mar 26 14:56:33 2024    program.prof

         2897415 function calls (2871004 primitive calls) in 375.989 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\dates.py:1866(_SwitchableDateConverter)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\plotting.py:1709(AnnotationOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\typing.py:2526(no_type_check)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\pathlib.py:304(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2477(Place)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3043(Checkbutton)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\tz\_factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\tz\tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\tz\_factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\subprocess.py:1120(__del__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexing.py:2420(_ScalarAccessIndexer)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\base.py:539(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\blocks.py:2232(NumpyBlock)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\formats\format.py:1411(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\gzip.py:455(_GzipReader)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\tools\datetimes.py:114(FulldatetimeDict)
        5    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\computation\expr.py:119(_compose2)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\parsers\arrow_parser_wrapper.py:25(ArrowParserWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\scale.py:123(FuncTransform)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\scale.py:628(LogitScale)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\ticker.py:1915(_Edge_integer)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\hatch.py:87(Shapes)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_mathtext.py:1068(Char)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\layout_engine.py:211(ConstrainedLayoutEngine)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\collections.py:1008(PathCollection)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\collections.py:1373(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\axes\_base.py:34(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\offsetbox.py:1098(AnchoredText)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\legend.py:54(DraggableLegend)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\projections\polar.py:449(RadialLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\dialogs.py:634(CombineDialog)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        8    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        8    0.000    0.000    0.000    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\linecache.py:52(checkcache)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\experiment_config.py:5(Config)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\threading.py:1012(_set_native_id)
        5    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\platform.py:772(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\dialog.py:10(Dialog)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\__config__.py:98(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\simpledialog.py:31(SimpleDialog)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\_typing\_dtype_like.py:81(_SupportsDType)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\ma\core.py:2372(_MaskedPrintOption)
        4    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\ma\core.py:6544(__has_singleton)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\ma\core.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\util\version\__init__.py:58(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\_config\config.py:220(DictWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\_config\config.py:223(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\six.py:880(add_metaclass)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:488(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\common.py:1049(_IOWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\accessors.py:247(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\formats\info.py:575(InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\computation\ops.py:549(UnaryOp)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\computation\ops.py:364(BinOp)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\pytables.py:3200(SeriesFixed)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_api\__init__.py:27(classproperty)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\backend_tools.py:437(ToolYScale)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\widgets.py:3691(EllipseSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\widgets.py:1877(SubplotTool)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\collections.py:1368(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\importlib\resources\_adapters.py:83(ChildPath)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\projections\__init__.py:85(get_projection_names)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\offsetbox.py:1567(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\rrule.py:305(rrule)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\tri\_trifinder.py:27(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\streamplot.py:259(DomainMap)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\projections\geo.py:223(_GeoTransform)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\core.py:3784(statusBar)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\dialogs.py:895(AggregateDialog)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\webbrowser.py:206(UnixBrowser)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\plotting.py:1380(TkOptions)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\weakref.py:194(get)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:100(checkgroup)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\threading.py:551(Event)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2583(BaseWidget)
        4    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\_utils\_inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\index_tricks.py:562(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\_typing\_nested_sequence.py:18(_NestedSequence)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\_datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\ctypeslib.py:202(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\ma\core.py:8376(_convert2ma)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pytz\tzinfo.py:79(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\_config\config.py:266(CallableDynamicDoc)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\tz\tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\compat\_optional.py:70(get_version)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\subprocess.py:215(Handle)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\_common.py:6(weekday)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\cast.py:1446(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\arrays\floating.py:54(FloatingArray)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\json\encoder.py:105(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\range.py:316(step)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\ops.py:20(BlockPairInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\common.py:1078(_BytesIOWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\formats\info.py:1046(SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\json\_json.py:320(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\html.py:700(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\computation\pytables.py:46(PyTablesScope)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\pytables.py:3236(BlockManagerFixed)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\ttk.py:327(setup_master)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\cbook.py:92(_StrongRef)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\rcsetup.py:51(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\colors.py:1910(PowerNorm)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\PIL\ImageFile.py:358(Parser)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\scale.py:29(ScaleBase)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\ticker.py:2440(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:940(_CacheType)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:3558(GoToColumn)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_mathtext.py:1308(Vlist)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\collections.py:1275(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\contour.py:29(ClabelText)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\spines.py:487(SpinesProxy)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\units.py:135(DecimalConverter)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\dates.py:1268(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\projections\polar.py:258(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\dialogs.py:322(MultipleValDialog)
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:101(CFunctionType)
        4    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:440(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\_exceptions.py:38(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\_ufunc_config.py:367(errstate)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\index_tricks.py:303(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\_iotools.py:133(LineSplitter)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\ma\core.py:806(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\subprocess.py:193(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\subprocess.py:1430(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\cast.py:1322(common_dtype_categorical_compat)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\util\_decorators.py:100(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\util\_decorators.py:455(Appender)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numexpr\utils.py:210(CacheDict)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:280(LogRecord)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\nanops.py:67(disallow)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\groupby\generic.py:122(NamedAgg)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\common.py:1012(_BytesZipFile)
